"lat_grid","lon_grid","FSLEmean","FSLEsd","year","month"
-14,50,-0.0481981472371391,0.0544059341266862,2014,1
-14,52,-0.0487914970707269,0.0320087204342441,2014,1
-14,54,-0.050560220167882,0.0335645186305127,2014,1
-14,56,-0.0447048140401561,0.0292061435353174,2014,1
-14,58,-0.0470678207259265,0.0312932150260424,2014,1
-14,60,-0.0431936911793966,0.026300906265305,2014,1
-14,62,-0.0420162414523382,0.0257380624595707,2014,1
-14,64,-0.0422655459972399,0.025024421573641,2014,1
-14,66,-0.0447602300406944,0.0276861547007166,2014,1
-14,68,-0.0437142843324331,0.0247601717539256,2014,1
-14,70,-0.0407575847059969,0.0227640235005558,2014,1
-14,72,-0.0491232115100949,0.0295771467706546,2014,1
-14,74,-0.0471428958827449,0.0311408066660975,2014,1
-14,76,-0.0480301527769575,0.0307258516302103,2014,1
-14,78,-0.0521790682490555,0.0351775450701188,2014,1
-14,80,-0.0466585798549075,0.0309759571984723,2014,1
-14,82,-0.0461318593784205,0.030481378598168,2014,1
-14,84,-0.056069392137638,0.0376952271873945,2014,1
-14,86,-0.0561166724478045,0.0446582995350334,2014,1
-12,38,-0.089662346788632,0.0516607560566989,2014,1
-12,40,-0.0949671265385918,0.0804967164852188,2014,1
-12,42,-0.0812944345222365,0.0616227860229992,2014,1
-12,44,-0.0697380261993697,0.0563075706887242,2014,1
-12,46,-0.0764740900770791,0.0703113526769273,2014,1
-12,48,-0.0613238139889173,0.0602020415709315,2014,1
-12,50,-0.0572096761008905,0.0339762640185088,2014,1
-12,52,-0.061958146757272,0.0404115923328599,2014,1
-12,54,-0.0640603692634452,0.0498473047989088,2014,1
-12,56,-0.0545936502410519,0.0488617896333877,2014,1
-12,58,-0.0559160066632734,0.0502732841187846,2014,1
-12,60,-0.0520000145927072,0.0433104704341234,2014,1
-12,62,-0.0370452134917821,0.0278846575687365,2014,1
-12,64,-0.0378340364995022,0.0256528670101921,2014,1
-12,66,-0.0457386894987956,0.0282513955030966,2014,1
-12,68,-0.0480334806449952,0.0297166179559839,2014,1
-12,70,-0.0520578878742072,0.0291504851938329,2014,1
-12,72,-0.0447331891284114,0.0268574587979662,2014,1
-12,74,-0.0464630873367431,0.0333362203694516,2014,1
-12,76,-0.0476400098915302,0.0279920898479602,2014,1
-12,78,-0.045878022461745,0.0252182382334172,2014,1
-12,80,-0.0441994479812682,0.0255517746112391,2014,1
-12,82,-0.0441958611069187,0.02447267396524,2014,1
-12,84,-0.0496290428264968,0.0347144265260698,2014,1
-12,86,-0.0467491548201249,0.0349972095545054,2014,1
-10,38,-0.0735260935572367,0.0774030427967282,2014,1
-10,40,-0.0796176009893177,0.0708841909768323,2014,1
-10,42,-0.0636200586423518,0.0467986314982937,2014,1
-10,44,-0.0617473131927031,0.0425954297181446,2014,1
-10,46,-0.0515996759517539,0.0313007040601107,2014,1
-10,48,-0.0486918660791651,0.0268046833453512,2014,1
-10,50,-0.0527900582306568,0.031083881774893,2014,1
-10,52,-0.0597772388776704,0.0389915898373704,2014,1
-10,54,-0.0569313031817155,0.0362231442959648,2014,1
-10,56,-0.0543915236267832,0.0390509760361253,2014,1
-10,58,-0.0461790115471809,0.0317123237805093,2014,1
-10,60,-0.0425633344758903,0.0287905750238246,2014,1
-10,62,-0.0408007615143253,0.0255185548949435,2014,1
-10,64,-0.0323702326689757,0.0228265450615627,2014,1
-10,66,-0.0410564111643741,0.0212572261026524,2014,1
-10,68,-0.0493045870358184,0.0281612294632617,2014,1
-10,70,-0.05328858502077,0.0316740517131355,2014,1
-10,72,-0.048828604946646,0.027146449087419,2014,1
-10,74,-0.0462951872678293,0.0266941417509018,2014,1
-10,76,-0.0462366389766576,0.0267301994077495,2014,1
-10,78,-0.0425110784977434,0.023831340457341,2014,1
-10,80,-0.0399523690934864,0.0203613374707819,2014,1
-10,82,-0.0395946625844365,0.0252331266787978,2014,1
-10,84,-0.0324231150368769,0.0193587372731471,2014,1
-10,86,-0.0336197075025689,0.024659262801021,2014,1
-8,38,-0.0891840747010804,0.0785817798138651,2014,1
-8,40,-0.0689172708236162,0.0527295300349145,2014,1
-8,42,-0.0521586855106296,0.0327219926076762,2014,1
-8,44,-0.0552549337121027,0.0315001727826136,2014,1
-8,46,-0.0485915871639646,0.0274767313954249,2014,1
-8,48,-0.044519439627134,0.0238853899241008,2014,1
-8,50,-0.0470791088614973,0.0270678348609748,2014,1
-8,52,-0.0530892791688923,0.0319852365960852,2014,1
-8,54,-0.0490019939034216,0.0258288686753678,2014,1
-8,56,-0.0441189581153374,0.0226899504047998,2014,1
-8,58,-0.0462251823623815,0.0307697014361875,2014,1
-8,60,-0.0422451767286947,0.0266252763057003,2014,1
-8,62,-0.0435303150209448,0.0264181687109982,2014,1
-8,64,-0.0442958765191417,0.0319035045758886,2014,1
-8,66,-0.0460264949775992,0.026412038356734,2014,1
-8,68,-0.0416927152295026,0.0208185445625449,2014,1
-8,70,-0.0524358989939334,0.0319557653696507,2014,1
-8,72,-0.053141259799417,0.0362970985205672,2014,1
-8,74,-0.0573528806168226,0.0409883109157085,2014,1
-8,76,-0.0487235715646898,0.0290039013946819,2014,1
-8,78,-0.0435325096932871,0.0258751309445195,2014,1
-8,80,-0.0446418901250968,0.0276894020553053,2014,1
-8,82,-0.040572224863186,0.0292600574159741,2014,1
-8,84,-0.041402768718283,0.0249290395263931,2014,1
-8,86,-0.0335126727253199,0.0215255929189455,2014,1
-6,38,-0.0813555514656248,0.0922283137386434,2014,1
-6,40,-0.0772675598860508,0.0455067727185208,2014,1
-6,42,-0.0807019038695241,0.0450205166856287,2014,1
-6,44,-0.0746623954379751,0.0380797821227334,2014,1
-6,46,-0.0693271291186252,0.0417410922795961,2014,1
-6,48,-0.0725507865433731,0.049149033332753,2014,1
-6,50,-0.0623154931171527,0.0379683502766311,2014,1
-6,52,-0.043453121924857,0.0212248918766672,2014,1
-6,54,-0.0479532557541324,0.0234224428902218,2014,1
-6,56,-0.046098230960172,0.0262258411667887,2014,1
-6,58,-0.0497452994322825,0.0296124943083394,2014,1
-6,60,-0.0496366112325701,0.0303560880222335,2014,1
-6,62,-0.0423329739848933,0.0238654530689101,2014,1
-6,64,-0.0333883813205506,0.0168425100180973,2014,1
-6,66,-0.0342187277084877,0.0196154111083193,2014,1
-6,68,-0.0411236448557386,0.0226928441325517,2014,1
-6,70,-0.0484152755460912,0.0307220125911451,2014,1
-6,72,-0.0513131171357247,0.0348125688109515,2014,1
-6,74,-0.0609259239146786,0.0387031892988045,2014,1
-6,76,-0.0540626771308962,0.034662375654837,2014,1
-6,78,-0.0524989735490132,0.040715939707776,2014,1
-6,80,-0.0491010731418767,0.0315626865271307,2014,1
-6,82,-0.0463423725057033,0.028828664521135,2014,1
-6,84,-0.0436063209449812,0.0299321847630598,2014,1
-6,86,-0.043100341203232,0.0278323605518151,2014,1
-4,38,-0.0535298834771474,0.118498230555377,2014,1
-4,40,-0.0757711831034901,0.111381195025085,2014,1
-4,42,-0.102115796366935,0.0705775598269814,2014,1
-4,44,-0.0803309601107672,0.0405062355151921,2014,1
-4,46,-0.0607956491046856,0.0340850448489498,2014,1
-4,48,-0.0761673976778984,0.0455773695340042,2014,1
-4,50,-0.055301445365625,0.0265167583530778,2014,1
-4,52,-0.049909141224791,0.0241991824935636,2014,1
-4,54,-0.0455259025847239,0.0206587545606854,2014,1
-4,56,-0.0449724829776152,0.0227679936891129,2014,1
-4,58,-0.0448450789344647,0.0325359995651306,2014,1
-4,60,-0.0389257167321299,0.0267968772358279,2014,1
-4,62,-0.0360348923775217,0.026292736773561,2014,1
-4,64,-0.0316764958292727,0.0243310917759389,2014,1
-4,66,-0.0332181404911703,0.0168531748236404,2014,1
-4,68,-0.0451022688361906,0.0342989040236614,2014,1
-4,70,-0.0436571887736599,0.0350615895090489,2014,1
-4,72,-0.0375780179584459,0.0350135001216414,2014,1
-4,74,-0.0320739107820296,0.0293385497631796,2014,1
-4,76,-0.0485165150308801,0.0361961083401064,2014,1
-4,78,-0.0455841253085723,0.0357309443434123,2014,1
-4,80,-0.0432833773945608,0.032118392346428,2014,1
-4,82,-0.0334792702328053,0.02545045928805,2014,1
-4,84,-0.0256715570194827,0.0242862201882806,2014,1
-4,86,-0.0293965993654343,0.0272368911426445,2014,1
-2,40,-0.0440239374752049,0.118595305447029,2014,1
-2,42,-0.0860667851463016,0.129422723162074,2014,1
-2,44,-0.0871046195984848,0.0631122939044961,2014,1
-2,46,-0.0843602832760542,0.0489169104826681,2014,1
-2,48,-0.0612621288395457,0.0354126326583856,2014,1
-2,50,-0.0576427588393131,0.0278377434805386,2014,1
-2,52,-0.0455489045162835,0.0186321680512353,2014,1
-2,54,-0.0424177742081304,0.0261124741448804,2014,1
-2,56,-0.0375049853725299,0.0241528625084475,2014,1
-2,58,-0.0337787936210873,0.0270305613839539,2014,1
-2,60,-0.0286865877808582,0.0213645176663383,2014,1
-2,62,-0.0335881493144699,0.0223434561978681,2014,1
-2,64,-0.0261418363085678,0.0153655674997855,2014,1
-2,66,-0.0275660830170156,0.0133447652900553,2014,1
-2,68,-0.0392467401278355,0.0283703163988732,2014,1
-2,70,-0.0247865972802043,0.0193481296520735,2014,1
-2,72,-0.0384624650661503,0.0320958558653891,2014,1
-2,74,-0.0358282602167178,0.0283994376896353,2014,1
-2,76,-0.0377296560173073,0.0270904915922034,2014,1
-2,78,-0.0355691046102153,0.0280936428328262,2014,1
-2,80,-0.023489357789702,0.0187995647162393,2014,1
-2,82,-0.0198566688047301,0.0177691656686728,2014,1
-2,84,-0.0181546232186017,0.0176080344379711,2014,1
-2,86,-0.016952928760119,0.0167570433934691,2014,1
0,42,-0.0201826009603379,0.0748024618727663,2014,1
0,44,-0.0472334236574883,0.0772031446121652,2014,1
0,46,-0.0671423676801305,0.0699159087900996,2014,1
0,48,-0.050485542298565,0.0301332054825202,2014,1
0,50,-0.0518518276348229,0.031249401732988,2014,1
0,52,-0.0460964876934886,0.0275803188235748,2014,1
0,54,-0.0408327691513925,0.0207097551739366,2014,1
0,56,-0.0318257055234525,0.0236383936541603,2014,1
0,58,-0.0244585897013785,0.0162717396722901,2014,1
0,60,-0.0282789609578348,0.0141352839745734,2014,1
0,62,-0.0264134658225121,0.0152284269043384,2014,1
0,64,-0.0240134777869188,0.0154659114302877,2014,1
0,66,-0.0327172564883386,0.0284581533106756,2014,1
0,68,-0.0468925550752109,0.0416206375623297,2014,1
0,70,-0.0462458660922945,0.0406559531835582,2014,1
0,72,-0.0547339285383542,0.0457094958504038,2014,1
0,74,-0.0511371794731867,0.0347245025247922,2014,1
0,76,-0.0349463310505594,0.0310842786329326,2014,1
0,78,-0.0466053688560282,0.0446467942739253,2014,1
0,80,-0.0334202710676818,0.0384942917561183,2014,1
0,82,-0.0197308379432847,0.0231237077601464,2014,1
0,84,-0.0174933238048707,0.0191229580690481,2014,1
0,86,-0.0105396466292681,0.0193841166649098,2014,1
2,44,-0.0855434968998905,0.0757078112132712,2014,1
2,46,-0.0689121264786194,0.121346870476809,2014,1
2,48,-0.0624086761194371,0.0472764767811796,2014,1
2,50,-0.0580778469678615,0.0293867476924952,2014,1
2,52,-0.0510847673195745,0.0231378162797736,2014,1
2,54,-0.0493365363354644,0.0333130627746104,2014,1
2,56,-0.0489815871285575,0.0390670359560858,2014,1
2,58,-0.0409666218520172,0.0302519970840149,2014,1
2,60,-0.0344083156557093,0.0212243585033583,2014,1
2,62,-0.0323335503682734,0.0233221505930163,2014,1
2,64,-0.0404564246321397,0.0327394018156542,2014,1
2,66,-0.0530142166066074,0.0433554004285491,2014,1
2,68,-0.0671884005089921,0.053213526500695,2014,1
2,70,-0.0845706458887987,0.055113604546489,2014,1
2,72,-0.0757324309417077,0.0524758638398055,2014,1
2,74,-0.0707084553334261,0.0578287591915866,2014,1
2,76,-0.0576089428275824,0.0488304106610868,2014,1
2,78,-0.0534596997939531,0.052852504270147,2014,1
2,80,-0.0454646917411877,0.048540181661622,2014,1
2,82,-0.034278198977728,0.03977763008102,2014,1
2,84,-0.0270526458665008,0.0319056645435674,2014,1
2,86,-0.0301948013250866,0.036581392795453,2014,1
4,46,-0.146852452038862,0.218189966754716,2014,1
4,48,-0.0653561985877018,0.083420687862608,2014,1
4,50,-0.0693930535279214,0.0497517159214761,2014,1
4,52,-0.0720283409400573,0.0524072454012689,2014,1
4,54,-0.0608141289155089,0.0328962644806438,2014,1
4,56,-0.0579876100639182,0.0334942902746687,2014,1
4,58,-0.0506997972618668,0.0245167846627044,2014,1
4,60,-0.0427023956457934,0.021117573223998,2014,1
4,62,-0.039907311121783,0.0233410881287551,2014,1
4,64,-0.0488308100309103,0.033503468158243,2014,1
4,66,-0.061600005577745,0.0457559405675384,2014,1
4,68,-0.077001844580784,0.0599294914501544,2014,1
4,70,-0.0866714519373832,0.0747059029580438,2014,1
4,72,-0.0901709861570789,0.0660008781702563,2014,1
4,74,-0.083997601364553,0.0568276784936468,2014,1
4,76,-0.0848816971118412,0.0628329935264719,2014,1
4,78,-0.0724187926766372,0.0621263529766423,2014,1
4,80,-0.0719570095828464,0.0721870041986197,2014,1
4,82,-0.053223032638743,0.0585548236565788,2014,1
4,84,-0.0414283153429387,0.0344302118005908,2014,1
4,86,-0.046758165468612,0.0360732156227717,2014,1
6,48,-0.0682891987830041,0.0948096864225809,2014,1
6,50,-0.0652029464179229,0.0565100554114625,2014,1
6,52,-0.0797363035668289,0.0620103033965729,2014,1
6,54,-0.065054748794124,0.0495397486925605,2014,1
6,56,-0.0510456264058188,0.0263217652540924,2014,1
6,58,-0.0470815491309329,0.0182421249086928,2014,1
6,60,-0.0451961650968079,0.0203190441409912,2014,1
6,62,-0.0403018596935897,0.0232780606692871,2014,1
6,64,-0.0427018676403069,0.0227121550494475,2014,1
6,66,-0.0408859632104876,0.0272977541721615,2014,1
6,68,-0.0505551040635474,0.0353016658196552,2014,1
6,70,-0.0565557018487444,0.0415919185384029,2014,1
6,72,-0.098603188363006,0.078631374401874,2014,1
6,74,-0.0944560279920457,0.077509819031381,2014,1
6,76,-0.0796139738870484,0.0771464005341879,2014,1
6,78,-0.0718861027797709,0.0881747510947944,2014,1
6,80,-0.0736651773014667,0.0889105953821607,2014,1
6,82,-0.0759743855136296,0.0860953651937783,2014,1
6,84,-0.056441173312068,0.0424199475014726,2014,1
6,86,-0.0538130034967296,0.040681057927223,2014,1
8,48,-0.0398573292381078,0.0788999943619268,2014,1
8,50,-0.0859134369010063,0.15805877605874,2014,1
8,52,-0.0771830246340123,0.0628680948415151,2014,1
8,54,-0.0730322429455096,0.0418484097787136,2014,1
8,56,-0.0620079446776259,0.0414377023458741,2014,1
8,58,-0.0487005389694966,0.0224216755385883,2014,1
8,60,-0.044829597641792,0.0202123815907898,2014,1
8,62,-0.0428725521000643,0.0175083332928394,2014,1
8,64,-0.0349922084335839,0.0169814347543992,2014,1
8,66,-0.0334453863266014,0.0180266695565925,2014,1
8,68,-0.0448520016389028,0.028457840274709,2014,1
8,70,-0.0660032687380189,0.0534710370705615,2014,1
8,72,-0.0943896404776602,0.0697671925462921,2014,1
8,74,-0.104562052249644,0.0757421733308768,2014,1
8,76,-0.0832022771101121,0.0729928517497828,2014,1
8,78,-0.040005008638223,0.143099073893671,2014,1
8,80,-0.092955723164543,0.124158544803394,2014,1
8,82,-0.0888700617161249,0.0718480710482442,2014,1
8,84,-0.0625917738068969,0.0397603249994503,2014,1
8,86,-0.0605295560965134,0.0391642671015498,2014,1
10,42,-0.0816067639695352,0.146560291969272,2014,1
10,44,-0.100017314610715,0.120347612046496,2014,1
10,46,-0.0724097280717726,0.09724680895001,2014,1
10,48,-0.0490824841372045,0.0922456177885639,2014,1
10,50,-0.0679523021956042,0.0903089009886688,2014,1
10,52,-0.0662860499546172,0.0555402106424628,2014,1
10,54,-0.0848160469105647,0.0715684979871733,2014,1
10,56,-0.0791053698636832,0.0709501703981444,2014,1
10,58,-0.0587705268164075,0.0343284160479764,2014,1
10,60,-0.0490797501930546,0.0275177803179072,2014,1
10,62,-0.0458560629035436,0.0226503183284579,2014,1
10,64,-0.0381271324972472,0.0130479394428911,2014,1
10,66,-0.031240403107073,0.0118531004675928,2014,1
10,68,-0.0262433291521524,0.0135853409943969,2014,1
10,70,-0.0313995322764641,0.0284027089678132,2014,1
10,72,-0.051418164610358,0.0428403132346156,2014,1
10,74,-0.0697263383653808,0.0815145581029966,2014,1
10,76,-0.0398770230788635,0.0689009488108729,2014,1
10,78,-0.0608093001765537,0.1166792196549,2014,1
10,80,-0.0892507377789626,0.0868984156759795,2014,1
10,82,-0.0850868739394411,0.0606009055200056,2014,1
10,84,-0.0755669886473927,0.0484453905279541,2014,1
10,86,-0.0726908645991356,0.0432836077800825,2014,1
12,40,-0.0108414068555219,0.0675203579589315,2014,1
12,42,-0.0428451602013168,0.100877995662732,2014,1
12,44,-0.0733671541050292,0.0995101763073559,2014,1
12,46,-0.0844313294872403,0.102179521406408,2014,1
12,48,-0.0806954845042479,0.0905903080269688,2014,1
12,50,-0.0834862755368794,0.107948064805458,2014,1
12,52,-0.0985699728143444,0.0824491883756841,2014,1
12,54,-0.0812123623852849,0.106979088818018,2014,1
12,56,-0.0844701218701418,0.0776123033002162,2014,1
12,58,-0.0658562976058452,0.035112475461912,2014,1
12,60,-0.0554056622559745,0.0301659700352354,2014,1
12,62,-0.0465731469018084,0.0218640078835803,2014,1
12,64,-0.0385646750640725,0.0197138685758411,2014,1
12,66,-0.0315637854046639,0.0173890281999529,2014,1
12,68,-0.030640895447832,0.0172892553192749,2014,1
12,70,-0.0340701914262627,0.0214889872708502,2014,1
12,72,-0.031059562099749,0.0205139654900188,2014,1
12,74,-0.0645477062889877,0.0506782705215114,2014,1
12,78,-0.0326041158483477,0.0996962636420096,2014,1
12,80,-0.0862080790076548,0.107180028044296,2014,1
12,82,-0.101642816082604,0.0861209379561486,2014,1
12,84,-0.0966929267243993,0.0834579863496145,2014,1
12,86,-0.0792139794730852,0.06316668683976,2014,1
14,38,-0.0481747099692739,0.036775922153418,2014,1
14,40,-0.0214452906792245,0.0346137567895132,2014,1
14,42,-0.00904787119482818,0.0257874896367141,2014,1
14,46,-0.106145918757117,0.0913170289523031,2014,1
14,48,-0.0832725495463973,0.136351307817246,2014,1
14,50,-0.0952336783879048,0.0998355321812777,2014,1
14,52,-0.0760154420527026,0.0968410027532833,2014,1
14,54,-0.0743796910837773,0.0836944058833569,2014,1
14,56,-0.0883699424815514,0.0601778021346471,2014,1
14,58,-0.0736568579980683,0.0439726263468403,2014,1
14,60,-0.0618781748662793,0.0320645754046031,2014,1
14,62,-0.0529225255683786,0.0334159702976758,2014,1
14,64,-0.0405858139898748,0.0236271541855684,2014,1
14,66,-0.0368634622975463,0.0220113247520682,2014,1
14,68,-0.044043100664332,0.0296077946979052,2014,1
14,70,-0.055536253739605,0.0406167450853472,2014,1
14,72,-0.0509381881872789,0.0351609429058143,2014,1
14,74,-0.0540972725791108,0.0457481366585176,2014,1
14,78,-0.0065057126204333,0.01083764576278,2014,1
14,80,-0.0903542770548242,0.110831545095356,2014,1
14,82,-0.103464070862147,0.100309457479956,2014,1
14,84,-0.0708971275083,0.0579267914913555,2014,1
14,86,-0.0626071978900702,0.0457206339272901,2014,1
-20,38,-0.088835514419313,0.0782933169559439,2014,2
-20,40,-0.12073875368626,0.120352845852598,2014,2
-20,42,-0.108474199677977,0.102344076729181,2014,2
-20,44,-0.0212680685556289,0.0415721935638591,2014,2
-20,48,-0.0539225306256291,0.0524409415163132,2014,2
-20,50,-0.0656095711340329,0.0495208867666416,2014,2
-20,52,-0.0557210961559787,0.0373794242105395,2014,2
-20,54,-0.0691037679657872,0.0553726337846474,2014,2
-20,56,-0.0713047276698319,0.0537015405704037,2014,2
-20,58,-0.0598632017647315,0.0418431716806244,2014,2
-20,60,-0.0517525122608723,0.0335474889221688,2014,2
-20,62,-0.0560503474639729,0.0353582010869975,2014,2
-20,64,-0.0604240071811846,0.0392408346868609,2014,2
-20,66,-0.0574747439115441,0.0395290793316931,2014,2
-20,68,-0.0562047181373462,0.040723145117881,2014,2
-20,70,-0.0569302745789556,0.0360421049616384,2014,2
-20,72,-0.0498464531929897,0.0315812377946808,2014,2
-20,74,-0.0488052230520174,0.0363448212650437,2014,2
-20,76,-0.0545429096194782,0.0336520597458484,2014,2
-20,78,-0.0563040782192722,0.0353367206954707,2014,2
-20,80,-0.0607151962158935,0.0468633623301883,2014,2
-20,82,-0.0569551840963907,0.0403696647284313,2014,2
-20,84,-0.0648260324667341,0.0455041204972373,2014,2
-20,86,-0.063691986066582,0.0366989435255765,2014,2
-18,38,-0.0870040979209755,0.112759996237279,2014,2
-18,40,-0.102522843116495,0.110992268248392,2014,2
-18,42,-0.105823426431178,0.084188630967539,2014,2
-18,44,-0.0682407465244866,0.0772610386204859,2014,2
-18,46,0,0,2014,2
-18,48,-0.0489402237940137,0.0685979769543278,2014,2
-18,50,-0.0595743472540485,0.0476277292748635,2014,2
-18,52,-0.0500092212683654,0.0381057397963284,2014,2
-18,54,-0.0546060814081026,0.0317100741316093,2014,2
-18,56,-0.0534315743777369,0.0347814374747673,2014,2
-18,58,-0.0532942727082276,0.0329834332108208,2014,2
-18,60,-0.039500759154505,0.0254772834824718,2014,2
-18,62,-0.0438358493354704,0.0320548058005542,2014,2
-18,64,-0.0496097182304199,0.0324186088068746,2014,2
-18,66,-0.0471174904106451,0.0357653698107508,2014,2
-18,68,-0.0460012360701071,0.0254827328222827,2014,2
-18,70,-0.0520315230387396,0.0305604891708064,2014,2
-18,72,-0.0538361752696868,0.0391370326992002,2014,2
-18,74,-0.0460720522743517,0.0253392456186896,2014,2
-18,76,-0.0480937396455556,0.0253386649535913,2014,2
-18,78,-0.0587722191469212,0.0354694561545647,2014,2
-18,80,-0.0653415759408846,0.0467294311164755,2014,2
-18,82,-0.061155896629127,0.0425101060329884,2014,2
-18,84,-0.0727470043569537,0.0542434422830715,2014,2
-18,86,-0.0657394650482173,0.0395215239127741,2014,2
-16,38,0,0,2014,2
-16,40,-0.090305133878805,0.0972859059207405,2014,2
-16,42,-0.0949628716830696,0.0615140935981536,2014,2
-16,44,-0.082074203958825,0.0703673384356963,2014,2
-16,46,-0.0630679594603612,0.0647640981268664,2014,2
-16,48,-0.00865106050115155,0.0409384916905223,2014,2
-16,50,-0.0468773766727226,0.0477662817233489,2014,2
-16,52,-0.0565313466255154,0.0367554915145033,2014,2
-16,54,-0.054521349309305,0.0375424735714374,2014,2
-16,56,-0.0656405712005017,0.049866955784316,2014,2
-16,58,-0.0592353156767519,0.038243283249181,2014,2
-16,60,-0.0450352730630764,0.0239175692959064,2014,2
-16,62,-0.0454413241951593,0.0268751647279518,2014,2
-16,64,-0.0512256103187001,0.0309383534466913,2014,2
-16,66,-0.0551094135212579,0.0348463184449977,2014,2
-16,68,-0.0497511570572321,0.0270065407164721,2014,2
-16,70,-0.0531176247001759,0.0311878805644374,2014,2
-16,72,-0.0516972559865032,0.033864169504328,2014,2
-16,74,-0.0533543751609645,0.0356552948220037,2014,2
-16,76,-0.0486157409301294,0.0308134143972297,2014,2
-16,78,-0.0492007209040225,0.0290586783914956,2014,2
-16,80,-0.0615048871465027,0.0402478183140184,2014,2
-16,82,-0.0699592105149425,0.052733076859841,2014,2
